0,1,2,3,4,5,6,7,8,9,10
frozen vegetables,tropical fruit,,,,,,,,,
pickled vegetables,other vegetables,,,,,,,,,
grapes,sparkling wine,canned beer,pastry,,,,,,,
nuts/prunes,canned beer,other vegetables,shopping bags,,,,,,,
root vegetables,bottled water,,,,,,,,,
finished products,pastry,,,,,,,,,
citrus fruit,sauces,,,,,,,,,
bottled water,margarine,,,,,,,,,
coffee,bottled water,,,,,,,,,
sausage,sausage,rolls/buns,sweet spreads,instant coffee,fruit/vegetable juice,long life bakery product,shopping bags,,,
frozen meals,other vegetables,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
curd,other vegetables,,,,,,,,,
sugar,whole milk,ketchup,,,,,,,,
sausage,yogurt,,,,,,,,,
tropical fruit,chicken,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
berries,ham,,,,,,,,,
semi-finished bread,shopping bags,,,,,,,,,
rolls/buns,frankfurter,soda,canned fish,,,,,,,
citrus fruit,yogurt,,,,,,,,,
berries,ice cream,,,,,,,,,
processed cheese,brandy,,,,,,,,,
waffles,white bread,,,,,,,,,
citrus fruit,yogurt,citrus fruit,sausage,hard cheese,napkins,margarine,cream cheese ,,,
sausage,margarine,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
citrus fruit,whole milk,rolls/buns,liquor,tropical fruit,,,,,,
soda,chocolate,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
bottled water,salty snack,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
tropical fruit,soda,butter milk,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pip fruit,white wine,sweet spreads,,,,,,,,
whole milk,root vegetables,,,,,,,,,
sweet spreads,male cosmetics,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
meat,hygiene articles,hard cheese,cat food,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
whole milk,white wine,,,,,,,,,
soda,rice,sweet spreads,,,,,,,,
ice cream,specialty chocolate,,,,,,,,,
cream cheese ,specialty chocolate,,,,,,,,,
canned beer,sugar,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
coffee,soda,,,,,,,,,
organic sausage,soda,rolls/buns,,,,,,,,
pasta,pot plants,liquor,,,,,,,,
brown bread,pet care,,,,,,,,,
butter,specialty chocolate,,,,,,,,,
whole milk,canned beer,cat food,,,,,,,,
ice cream,bottled water,,,,,,,,,
cream cheese ,frozen vegetables,,,,,,,,,
margarine,sugar,,,,,,,,,
pip fruit,abrasive cleaner,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
bottled beer,tropical fruit,,,,,,,,,
sausage,pasta,,,,,,,,,
finished products,yogurt,,,,,,,,,
semi-finished bread,dish cleaner,,,,,,,,,
pastry,condensed milk,rice,tropical fruit,chocolate marshmallow,,,,,,
soda,brown bread,,,,,,,,,
frankfurter,frozen potato products,newspapers,softener,abrasive cleaner,,,,,,
frankfurter,coffee,,,,,,,,,
liquor,soda,,,,,,,,,
chicken,tropical fruit,citrus fruit,yogurt,,,,,,,
liquor,butter milk,,,,,,,,,
whipped/sour cream,coffee,shopping bags,,,,,,,,
chocolate,citrus fruit,yogurt,,,,,,,,
frankfurter,butter milk,,,,,,,,,
sparkling wine,chocolate,,,,,,,,,
whole milk,rolls/buns,soda,,,,,,,,
meat,rolls/buns,pastry,,,,,,,,
tropical fruit,whole milk,brown bread,pastry,,,,,,,
bottled beer,beverages,,,,,,,,,
sausage,meat spreads,,,,,,,,,
yogurt,white bread,,,,,,,,,
soda,whole milk,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
pip fruit,frozen vegetables,bottled water,,,,,,,,
yogurt,shopping bags,,,,,,,,,
sauces,herbs,,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
sausage,soda,bottled beer,yogurt,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
sausage,yogurt,tidbits,,,,,,,,
flower soil/fertilizer,tropical fruit,,,,,,,,,
white bread,salty snack,,,,,,,,,
tropical fruit,other vegetables,hygiene articles,brandy,,,,,,,
frankfurter,pip fruit,rolls/buns,onions,,,,,,,
chocolate,other vegetables,chocolate,pip fruit,bottled water,yogurt,pasta,shopping bags,,,
whole milk,tropical fruit,,,,,,,,,
pork,liquor,,,,,,,,,
baking powder,baking powder,mustard,,,,,,,,
pastry,shopping bags,,,,,,,,,
white bread,white bread,,,,,,,,,
yogurt,dental care,,,,,,,,,
whole milk,cat food,long life bakery product,,,,,,,,
packaged fruit/vegetables,butter,,,,,,,,,
whole milk,pasta,whipped/sour cream,,,,,,,,
beverages,yogurt,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
detergent,salty snack,,,,,,,,,
canned beer,pip fruit,frozen vegetables,dessert,canned vegetables,,,,,,
frozen vegetables,canned beer,brown bread,soda,,,,,,,
frozen dessert,soda,,,,,,,,,
dessert,condensed milk,rolls/buns,shopping bags,,,,,,,
other vegetables,newspapers,soda,,,,,,,,
onions,other vegetables,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
specialty bar,tropical fruit,,,,,,,,,
margarine,canned beer,,,,,,,,,
domestic eggs,coffee,,,,,,,,,
frozen meals,yogurt,rolls/buns,,,,,,,,
whole milk,shopping bags,,,,,,,,,
cream cheese ,canned beer,waffles,,,,,,,,
pork,other vegetables,,,,,,,,,
chicken,white bread,,,,,,,,,
whole milk,processed cheese,curd cheese,,,,,,,,
whole milk,flour,berries,,,,,,,,
soda,mayonnaise,,,,,,,,,
pork,white bread,waffles,,,,,,,,
canned beer,meat,,,,,,,,,
beef,white wine,UHT-milk,butter milk,,,,,,,
fruit/vegetable juice,candles,,,,,,,,,
pork,napkins,,,,,,,,,
misc. beverages,waffles,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
pork,rolls/buns,,,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
yogurt,roll products ,,,,,,,,,
whole milk,canned beer,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
soda,detergent,,,,,,,,,
salty snack,sugar,,,,,,,,,
tropical fruit,bottled water,whipped/sour cream,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
berries,whipped/sour cream,,,,,,,,,
specialty fat,red/blush wine,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
pork,pastry,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
hamburger meat,oil,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
onions,soda,,,,,,,,,
salty snack,butter,,,,,,,,,
citrus fruit,bottled beer,ice cream,,,,,,,,
sausage,bottled water,brown bread,,,,,,,,
Instant food products,soda,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
candy,baking powder,canned fish,,,,,,,,
citrus fruit,hygiene articles,,,,,,,,,
sausage,grapes,,,,,,,,,
liquor (appetizer),whole milk,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
misc. beverages,brown bread,,,,,,,,,
hamburger meat,flour,cling film/bags,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
oil,shopping bags,,,,,,,,,
pastry,processed cheese,,,,,,,,,
white bread,salty snack,,,,,,,,,
margarine,newspapers,,,,,,,,,
bottled beer,root vegetables,,,,,,,,,
frankfurter,whipped/sour cream,citrus fruit,whole milk,dishes,,,,,,
pork,curd,,,,,,,,,
whipped/sour cream,domestic eggs,,,,,,,,,
pork,light bulbs,waffles,,,,,,,,
chocolate,whole milk,,,,,,,,,
soap,hard cheese,,,,,,,,,
canned beer,white bread,,,,,,,,,
sausage,pastry,,,,,,,,,
pot plants,coffee,rolls/buns,hard cheese,,,,,,,
cream cheese ,yogurt,newspapers,detergent,,,,,,,
sliced cheese,domestic eggs,,,,,,,,,
sausage,curd,yogurt,,,,,,,,
bottled beer,tropical fruit,bottled water,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
curd,yogurt,,,,,,,,,
pastry,detergent,dishes,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
dessert,cream cheese ,waffles,,,,,,,,
yogurt,pasta,,,,,,,,,
citrus fruit,cream cheese ,bottled beer,citrus fruit,,,,,,,
curd,root vegetables,dish cleaner,,,,,,,,
citrus fruit,frozen vegetables,margarine,,,,,,,,
sausage,bottled beer,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
cream cheese ,yogurt,whipped/sour cream,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
brown bread,rolls/buns,soda,whole milk,,,,,,,
liver loaf,bottled beer,,,,,,,,,
berries,specialty bar,,,,,,,,,
whole milk,root vegetables,detergent,,,,,,,,
whole milk,sausage,,,,,,,,,
sausage,soda,frozen vegetables,,,,,,,,
whole milk,brown bread,soda,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
grapes,waffles,soda,,,,,,,,
ham,whole milk,sliced cheese,baking powder,,,,,,,
tropical fruit,sausage,hamburger meat,zwieback,specialty cheese,domestic eggs,,,,,
ice cream,grapes,,,,,,,,,
chocolate,curd,shopping bags,,,,,,,,
other vegetables,sugar,,,,,,,,,
whipped/sour cream,citrus fruit,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
tropical fruit,coffee,waffles,whipped/sour cream,,,,,,,
grapes,whole milk,,,,,,,,,
salty snack,waffles,specialty cheese,,,,,,,,
bottled water,bottled water,,,,,,,,,
domestic eggs,fruit/vegetable juice,,,,,,,,,
root vegetables,rice,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
whole milk,pot plants,,,,,,,,,
whole milk,bottled water,,,,,,,,,
margarine,root vegetables,,,,,,,,,
turkey,root vegetables,,,,,,,,,
male cosmetics,pastry,,,,,,,,,
beef,other vegetables,,,,,,,,,
liver loaf,soda,,,,,,,,,
coffee,bottled water,,,,,,,,,
onions,UHT-milk,,,,,,,,,
sausage,margarine,,,,,,,,,
curd,soda,,,,,,,,,
oil,pork,other vegetables,frozen meals,,,,,,,
soda,pasta,,,,,,,,,
misc. beverages,yogurt,misc. beverages,,,,,,,,
ice cream,whole milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pip fruit,beverages,pastry,,,,,,,,
frankfurter,frankfurter,butter,domestic eggs,margarine,other vegetables,,,,,
yogurt,pastry,,,,,,,,,
grapes,other vegetables,,,,,,,,,
curd,waffles,,,,,,,,,
softener,dish cleaner,,,,,,,,,
yogurt,bottled water,,,,,,,,,
butter,soda,,,,,,,,,
curd,whole milk,canned beer,,,,,,,,
butter,citrus fruit,margarine,soda,whole milk,roll products ,,,,,
dessert,tropical fruit,pip fruit,hard cheese,specialty fat,,,,,,
berries,domestic eggs,,,,,,,,,
soda,flower (seeds),jam,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
citrus fruit,canned beer,rolls/buns,whole milk,,,,,,,
chicken,soda,,,,,,,,,
tropical fruit,rolls/buns,zwieback,,,,,,,,
meat,whole milk,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
soda,shopping bags,,,,,,,,,
soda,frozen dessert,pickled vegetables,,,,,,,,
frankfurter,instant coffee,root vegetables,coffee,instant coffee,sugar,rolls/buns,,,,
pastry,waffles,,,,,,,,,
Instant food products,newspapers,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
citrus fruit,newspapers,candy,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
soda,soda,,,,,,,,,
other vegetables,whole milk,soups,shopping bags,,,,,,,
tropical fruit,soda,,,,,,,,,
butter,butter,margarine,,,,,,,,
pip fruit,cling film/bags,yogurt,cat food,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
whole milk,whole milk,,,,,,,,,
butter,other vegetables,soda,yogurt,UHT-milk,,,,,,
ice cream,other vegetables,,,,,,,,,
tropical fruit,other vegetables,hygiene articles,,,,,,,,
turkey,yogurt,,,,,,,,,
yogurt,popcorn,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
root vegetables,margarine,,,,,,,,,
frankfurter,hard cheese,,,,,,,,,
soda,newspapers,,,,,,,,,
salty snack,rolls/buns,butter,tropical fruit,pastry,root vegetables,fruit/vegetable juice,semi-finished bread,,,
sausage,canned beer,frozen vegetables,detergent,,,,,,,
white bread,specialty bar,newspapers,,,,,,,,
beef,specialty chocolate,,,,,,,,,
other vegetables,chicken,,,,,,,,,
frankfurter,citrus fruit,yogurt,frozen vegetables,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
pork,soda,,,,,,,,,
citrus fruit,margarine,white wine,,,,,,,,
pot plants,shopping bags,,,,,,,,,
other vegetables,soda,hard cheese,coffee,whipped/sour cream,newspapers,,,,,
tropical fruit,chewing gum,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
shopping bags,salty snack,house keeping products,,,,,,,,
frankfurter,pip fruit,meat,coffee,other vegetables,shopping bags,brown bread,curd,,,
pastry,seasonal products,,,,,,,,,
domestic eggs,pastry,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
hamburger meat,condensed milk,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
beef,whole milk,,,,,,,,,
soda,candy,,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
pastry,yogurt,,,,,,,,,
whole milk,brown bread,,,,,,,,,
dessert,other vegetables,,,,,,,,,
coffee,root vegetables,,,,,,,,,
yogurt,sweet spreads,canned beer,pot plants,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
sausage,Instant food products,,,,,,,,,
whole milk,candy,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
sausage,pastry,,,,,,,,,
yogurt,brown bread,newspapers,,,,,,,,
meat,rolls/buns,,,,,,,,,
bottled water,butter milk,,,,,,,,,
misc. beverages,other vegetables,specialty chocolate,,,,,,,,
soda,whole milk,,,,,,,,,
chocolate,root vegetables,,,,,,,,,
beef,sparkling wine,frozen fish,chewing gum,,,,,,,
specialty chocolate,sauces,,,,,,,,,
UHT-milk,curd,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
rolls/buns,soda,,,,,,,,,
ham,pickled vegetables,,,,,,,,,
tropical fruit,soft cheese,shopping bags,,,,,,,,
curd,sausage,margarine,long life bakery product,,,,,,,
nuts/prunes,root vegetables,white wine,pastry,,,,,,,
whole milk,sauces,,,,,,,,,
yogurt,detergent,,,,,,,,,
other vegetables,frozen meals,rolls/buns,canned beer,white bread,,,,,,
bottled beer,bottled beer,,,,,,,,,
white bread,butter,,,,,,,,,
soda,napkins,,,,,,,,,
frozen meals,fruit/vegetable juice,,,,,,,,,
sausage,soda,,,,,,,,,
frozen dessert,tropical fruit,,,,,,,,,
soda,dessert,,,,,,,,,
chicken,frozen vegetables,candles,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
canned beer,honey,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,berries,candy,sliced cheese,,,,,,,
chocolate,soda,,,,,,,,,
butter milk,pip fruit,,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
rolls/buns,misc. beverages,soda,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
canned beer,napkins,rolls/buns,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
berries,other vegetables,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
whole milk,canned beer,,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
whole milk,other vegetables,,,,,,,,,
citrus fruit,ham,onions,yogurt,pasta,newspapers,,,,,
whole milk,soda,,,,,,,,,
dessert,butter,,,,,,,,,
pip fruit,light bulbs,bottled water,ketchup,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
whole milk,candy,,,,,,,,,
canned beer,whole milk,soda,,,,,,,,
hamburger meat,pet care,pastry,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
berries,canned fish,,,,,,,,,
pip fruit,whole milk,whole milk,,,,,,,,
sausage,sugar,,,,,,,,,
frozen meals,soda,,,,,,,,,
whole milk,coffee,chewing gum,,,,,,,,
pork,rolls/buns,roll products ,,,,,,,,
other vegetables,beef,,,,,,,,,
root vegetables,bottled beer,newspapers,margarine,domestic eggs,shopping bags,,,,,
whole milk,liquor (appetizer),,,,,,,,,
citrus fruit,soda,,,,,,,,,
chicken,bottled water,,,,,,,,,
other vegetables,salty snack,soda,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
margarine,berries,,,,,,,,,
ham,whole milk,,,,,,,,,
pork,yogurt,,,,,,,,,
chicken,other vegetables,,,,,,,,,
soda,specialty bar,,,,,,,,,
newspapers,salty snack,,,,,,,,,
sausage,berries,,,,,,,,,
specialty cheese,other vegetables,,,,,,,,,
photo/film,pip fruit,butter,liquor (appetizer),bottled beer,sweet spreads,,,,,
berries,domestic eggs,,,,,,,,,
sausage,bottled water,,,,,,,,,
tropical fruit,snack products,,,,,,,,,
brown bread,flour,,,,,,,,,
pet care,shopping bags,,,,,,,,,
pip fruit,newspapers,chocolate,,,,,,,,
tropical fruit,whole milk,shopping bags,,,,,,,,
white bread,rolls/buns,,,,,,,,,
organic sausage,whipped/sour cream,,,,,,,,,
bottled water,whole milk,citrus fruit,citrus fruit,pickled vegetables,salad dressing,,,,,
butter,chocolate,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
other vegetables,dessert,,,,,,,,,
sausage,meat spreads,domestic eggs,,,,,,,,
root vegetables,beverages,,,,,,,,,
ham,whole milk,pastry,herbs,herbs,newspapers,chewing gum,whole milk,,,
specialty chocolate,misc. beverages,,,,,,,,,
yogurt,whole milk,,,,,,,,,
chocolate,coffee,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
margarine,soda,whole milk,house keeping products,cling film/bags,bottled water,chocolate,frozen vegetables,,,
condensed milk,domestic eggs,,,,,,,,,
sausage,sausage,bottled beer,spread cheese,,,,,,,
sauces,ice cream,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
butter,bottled beer,,,,,,,,,
frozen vegetables,domestic eggs,,,,,,,,,
white bread,shopping bags,,,,,,,,,
organic sausage,rolls/buns,,,,,,,,,
sausage,pork,,,,,,,,,
tropical fruit,rolls/buns,fruit/vegetable juice,,,,,,,,
coffee,dishes,,,,,,,,,
frozen meals,sausage,flour,curd,whipped/sour cream,,,,,,
sausage,whole milk,prosecco,honey,other vegetables,waffles,shopping bags,artif. sweetener,,,
processed cheese,frozen potato products,Instant food products,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
hamburger meat,condensed milk,,,,,,,,,
soda,specialty bar,tidbits,,,,,,,,
root vegetables,coffee,sliced cheese,newspapers,,,,,,,
cake bar,white bread,newspapers,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
tropical fruit,cat food,soda,,,,,,,,
newspapers,flour,frozen fish,cream cheese ,,,,,,,
canned fruit,detergent,,,,,,,,,
canned beer,other vegetables,fruit/vegetable juice,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
canned beer,berries,male cosmetics,fruit/vegetable juice,,,,,,,
citrus fruit,butter milk,,,,,,,,,
root vegetables,margarine,rolls/buns,,,,,,,,
whole milk,domestic eggs,chocolate marshmallow,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
hamburger meat,soft cheese,,,,,,,,,
onions,flour,,,,,,,,,
napkins,whole milk,butter milk,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
whole milk,oil,,,,,,,,,
hard cheese,white wine,,,,,,,,,
vinegar,newspapers,brown bread,,,,,,,,
sausage,bottled beer,,,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
yogurt,bottled water,processed cheese,,,,,,,,
beef,whole milk,,,,,,,,,
oil,herbs,,,,,,,,,
specialty bar,candles,,,,,,,,,
whole milk,citrus fruit,pip fruit,butter,grapes,ice cream,margarine,whipped/sour cream,,,
UHT-milk,beverages,,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
frankfurter,specialty chocolate,brown bread,herbs,rolls/buns,,,,,,
whole milk,long life bakery product,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
sugar,coffee,cream cheese ,bottled water,,,,,,,
sugar,kitchen towels,,,,,,,,,
pastry,grapes,,,,,,,,,
oil,bottled water,whipped/sour cream,,,,,,,,
liquor,sweet spreads,,,,,,,,,
frankfurter,bottled water,pickled vegetables,,,,,,,,
sausage,brown bread,,,,,,,,,
sausage,beverages,,,,,,,,,
pip fruit,margarine,,,,,,,,,
whole milk,butter,,,,,,,,,
pork,citrus fruit,,,,,,,,,
other vegetables,butter,,,,,,,,,
rolls/buns,meat,whole milk,domestic eggs,white bread,domestic eggs,,,,,
whole milk,other vegetables,,,,,,,,,
whole milk,yogurt,oil,,,,,,,,
dessert,brown bread,,,,,,,,,
yogurt,oil,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
berries,pip fruit,,,,,,,,,
ice cream,pip fruit,root vegetables,rolls/buns,long life bakery product,,,,,,
newspapers,hamburger meat,whole milk,specialty cheese,,,,,,,
beverages,other vegetables,,,,,,,,,
butter,waffles,,,,,,,,,
frankfurter,oil,,,,,,,,,
frankfurter,whole milk,fruit/vegetable juice,pasta,,,,,,,
sausage,baking powder,,,,,,,,,
citrus fruit,berries,,,,,,,,,
white wine,processed cheese,,,,,,,,,
ham,pastry,sugar,,,,,,,,
soda,cream cheese ,,,,,,,,,
meat,cake bar,,,,,,,,,
pastry,napkins,,,,,,,,,
male cosmetics,canned beer,,,,,,,,,
photo/film,beverages,bottled beer,,,,,,,,
seasonal products,pot plants,whole milk,dental care,,,,,,,
ham,other vegetables,,,,,,,,,
hamburger meat,domestic eggs,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,soda,,,,,,,,,
ham,canned beer,salty snack,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
pastry,other vegetables,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
beef,rolls/buns,,,,,,,,,
pastry,shopping bags,,,,,,,,,
turkey,beef,root vegetables,margarine,shopping bags,curd,,,,,
root vegetables,root vegetables,processed cheese,frozen fish,,,,,,,
nuts/prunes,long life bakery product,,,,,,,,,
citrus fruit,tropical fruit,pork,other vegetables,whole milk,yogurt,flower (seeds),,,,
whole milk,frozen vegetables,soda,chocolate,,,,,,,
frankfurter,rolls/buns,shopping bags,margarine,,,,,,,
margarine,detergent,yogurt,zwieback,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
other vegetables,waffles,butter,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
tropical fruit,cake bar,chocolate,,,,,,,,
pip fruit,other vegetables,semi-finished bread,sliced cheese,,,,,,,
hard cheese,Instant food products,,,,,,,,,
yogurt,yogurt,,,,,,,,,
rolls/buns,frozen vegetables,hamburger meat,pork,,,,,,,
tropical fruit,mayonnaise,other vegetables,meat,roll products ,napkins,frozen meals,newspapers,,,
pastry,domestic eggs,bottled water,,,,,,,,
